"","movie","DatePosted","Comment"
"988","Creed III",2022-10-19,"“Let go of you’re fear, let go of the guilt, let go of whatever was and walk into what is…” 💯"
"989","Creed III",2022-10-18,"Been with this franchise since I was a little kid and I love the fact that they are still around for kids nowadays."
"990","Creed III",2022-10-18,"When Major’s say “thank you” in the diner… I seen the switch. That little nuanced bit of acting is so good! These two will push each other beyond a “fight” movie!"
"991","Creed III",2022-10-20,"Cant lie, jonathan majors being in this gave me chills, from the trailer alone you can tell he&#39;s fit the role real good, congrats to MBJ for is directorial debut, this film looks like its going to be epic!"
"992","Creed III",2022-10-18,"Now this is what I’m talking about, a brand new story that doesn’t follow a lot of the Rocky story but still acknowledges it. <br>No sons of passed characters, and no ties that butchers the rocky legacy. Can’t wait to see this."
"993","Creed III",2022-10-19,"I need you to let go of your fear , let go of the guilt , let go of whatever was &amp; walk into what is …. Powerful 👏"
"994","Creed III",2022-10-18,"Jonathan Majors is a tremendous get for the movie. He’s truly an incredible actor"
"995","Creed III",2022-10-18,"I can’t wait for this movie. This entire franchise has received countless accolades and I have great reverence for it as well. The bad guy for this movie looks pretty formidable too."
"996","Creed III",2022-10-18,"gotta say im proud of michael having this movie as his directional debut. It already lookss OUTSANDINGS"
"997","Creed III",2022-10-19,"Holy crow, Jonathan Majors absolutely killing it in this trailer. I don&#39;t think you could get much more of a polar opposite from his work on Lovecraft Country than what you see here. Don&#39;t know that he&#39;ll outshine MBJ, but he&#39;ll definitely give him a run for his money in every respect!"
"998","Creed III",2022-10-18,"I loved both Creed movies and honestly I really hope this lives up to those.  And honestly I do get the idea of making this one; though the first Creed was about Adonis proving he is his own person and can get his own shot and II was about facing the demons of his father&#39;s legacy not drag him down in what he wants to do, it did feel like we needed a movie specifically about an enemy and an obstacle that relates squarely to him and something he couldn&#39;t just rely on a mentor helping him get past.  Like Rocky has a really great ending in Creed II to his story so I get wanting to separate him from this story and have it be about something specifically Adonis went through."
"999","Creed III",2023-02-04,"Can we please acknowledge Johnathan Majors. His come up is immaculate."
"1000","Creed III",2022-10-18,"Wait a frickin minute, that’s “he who remains” himself Jonathan majors. Pretty awesome he is in it."
"1001","Creed III",2022-10-18,"The conflict is giving Warrior (2011) vibes. About time we got that plot again, it&#39;s a great plot that deserves to be reinterpreted!"
"1002","Creed III",2022-10-21,"I noticed how, at the end scene in this trailer, there&#39;s whole team around Adonis, concerned about him, giving him advice, carrying for him, and there&#39;s Dame, he&#39;s standing alone, there&#39;s no one behind him, no team, no word of encouragement. He grove up as a bully with no guidance. I know many people with sad story like this one. Feel sory for this movie character already. Jonathan is very good at his job."
"1003","Creed III",2023-02-25,"“Let go of whatever was &amp; walk into what is” <a href=""https://www.youtube.com/watch?v=AHmCH7iB_IM&amp;t=126"">2:06</a>- <a href=""https://www.youtube.com/watch?v=AHmCH7iB_IM&amp;t=130"">2:10</a> 🙌🏾"
"1004","Creed III",2022-10-18,"The intensity of majors face at <a href=""https://www.youtube.com/watch?v=AHmCH7iB_IM&amp;t=119"">1:59</a> is just woah. That is the face of all that pain and rage held in finally coming out. Can’t wait for this movie"
"1005","Creed III",2022-10-19,"<a href=""https://www.youtube.com/watch?v=AHmCH7iB_IM&amp;t=48"">0:48</a> the smile change shows how great his acting ability is. <br>-Some people are envious of the fact that you have the ability to give them something and they want to be in that seat to do it just because. <br>People that can’t play their position, they need to be the BOSS. These are people you can’t have around you.<br>You could give them everything they couldn’t get on their own and they’ll hate you for it. They hate receiving but love giving.<br>It’s a Good prayer coming from a sick and poisonous place."
"1006","Creed III",2022-10-19,"Looks like a great movie."
"1007","Creed III",2022-10-19,"Just from looking at the trailer, it’s like he’s fighting his old self and breaking free of all of the “subconscious” holds… like the battles we go through with ourselves on a daily"
"1008","Creed III",2022-10-20,"“Let go of you’re fear, let go of the guilt, let go of whatever was and walk into what is…”  100%!"
"1009","Creed III",2022-10-18,"Two Kings, Two Phenomenal actors, this will be a masterpiece PERIOD."
"1010","Creed III",2022-10-18,"So proud of Michael B. making his directorial debut and especially for the end of the Creed trilogy. This gonna be something special fr"
"1011","Creed III",2022-10-21,"I hope they also develop the Drago and his son storyline as well.  In Creed II seeing how Drago&#39;s son was so upset about how his mother abandoned them and they were left to fend for themselves.  That was the most emotional part of the story for me."
"1012","Creed III",2022-10-19,"For anyone who has seen Spiderman TAS from the 90s, this reminds me of the episode where we learn about Robbie&#39;s and Tombstone&#39;s past. As kids, they committed a crime, but only one got caught. It showed how different their lives were from that one incident."
"1013","Creed III",2022-10-18,"I feel like this movie came in just the perfect time for me. I&#39;ve been working out to get from thin to fit, and this movie is gonna motivate me to another level."
"1014","Creed III",2022-10-18,"Props for Michael. He just stepped up his game with directing this movie. Looks like a great movie."
"1015","Creed III",2022-11-10,"That initial monologue is powerful, it works both narratively and in terms of the creative process. Creed 1 and 2 were still revolving around the Rocky mythos, this is the first truly independent story,  not tied to Rocky and his rogue’s gallery. Pumped for this film."
"1016","Creed III",2022-10-18,"KILLMONGER VS KANG THE CONQUERER.<br>In all seriousness, I love the Creed franchise. I can&#39;t wait to see the third entry in the trilogy."
"1017","Creed III",2022-10-18,"Was skeptical of them doing a 3rd movie because I wasn&#39;t sure where they could go after having Creed conquer Drago. Seemed like a great way to wrap the story. But this looks fantastic. Excited to see the direction the story goes in. This has so much potential to be great! Let&#39;s go!"
"1018","Creed III",2022-10-18,"<a href=""https://www.youtube.com/watch?v=AHmCH7iB_IM&amp;t=122"">2:02</a> when creed took a beating he had people in his corner. When majors took one in the next shot he’s all alone. Man this is gonna be emotional"
"1019","Creed III",2022-10-18,"This is great! It&#39;s a perfect and original story, no longer is this new Creed franchise hindering on the Rocky legacy, it&#39;s now really opening up to its own path."
"1020","Creed III",2022-12-21,"That moment at <a href=""https://www.youtube.com/watch?v=AHmCH7iB_IM&amp;t=49"">0:49</a> where Jonathan Majors switches from smiling to serious in an instant. That is acting. This dude is going to be an amazing villain!"
"1021","Creed III",2022-10-18,"The fact that Ryan Googler is back on writing ( he directed the first creed and wrote it&#39;s story) is already promising. Creed 2 was great, but relatively simple as a story and pretty predicable! Hope we get to see another long take of a fight"
"1022","Creed III",2023-02-16,"I love the Rocky/Creed franchise. They did it perfectly in transition. Instead of instantly making a standalone Creed, they allowed a passing of the torch, having Rocky in 2 of them, to get fans minds used to Creed so that when they make this one, we are already on board and it is just an extension of a story that we have known for YEARS.<br><br>Don&#39;t get it twisted though...Creed will always be a branch off of Rocky. Rocky will stand forever as one of the greatest Boxing franchise movies. Creed wouldn&#39;t exist if it wasn&#39;t for the success of the former.<br><br>That being said, I am excited to see where this goes!"
"1023","Creed III",2022-10-21,"These movies will never get old!"
"1024","Creed III",2022-10-18,"Jonathan Majors is legit one of the best actors around.  can&#39;t wait for this."
"1025","Creed III",2022-10-18,"every time i&#39;ve seen jonathan majors, i feel like i missed out not knowing more of his work before. i feel like jonathan is really a denzel and sam jackson level of skill and presence. excited to see all his work in the near future."
"1026","Creed III",2022-10-18,"It&#39;s crazy how this feels like creed 3 and yet doesn&#39;t. This feels so raw and I love that Adonis isn&#39;t going to spend the entire time just fighting children/disciples of Rocky and Apollo&#39;s rivals. I can&#39;t wait to see this."
"1027","Creed III",2022-12-06,"“I need you to let go of your fear , let go of the guilt , let go of whatever was , and walk into what is“    POWERFUL"
"1028","Creed III",2022-11-28,"He is not only fighting his best friend he is fighting for his family this movie is going to get more personal than people anticipation"
"1029","Creed III",2022-11-15,"I really see this becoming a success because it’s really as if Adonnis is truly stepping out of that shadow of his father and Rocky and really creating his own legacy. I think going to see this movie in theaters it’s really important to be aware that this is Creed’s story &amp; this is his journey with his family and peers. Creed 3 is only the beginning of the Creed collection!"
"1030","Creed III",2022-10-18,"This almost like what Rocky V should have been about and I&#39;m already loving how this movie is turning out"
"1031","Creed III",2022-10-18,"When I saw the trailer for Creed 1, that’s when I started to work out and started to be discipline and consistent and get into the best shape of my life. Every time I see a new movie for Creed, it reminds me that we’re all have a legacy to leave behind and how far we came. I hope all you guys are giving it your all in life 🔥🙏"
"1032","Creed III",2022-10-24,"Jonathan Majors is going to be the next Denzel Washington as an actor. He has similar charisma and acting range. He even reminds me of a young Sidney Poitier in the trailers for his new movie Devotion. I’ve also read about his director of Ant Man 3 comparing him to a young Marlon Brando, saying he has a very similar energy and range as an actor. Very high praise"
"1033","Creed III",2022-10-19,"I&#39;m looking forward to this, the rocky movies were great, the transition over to Creed has been excellent as well as subtle, and now also the transition into a standalone franchise away from Rocky is also great, I hope we can get a few more creed films if this succeeds, like I think it will."
"1034","Creed III",2022-10-19,"Awesome premise! They could have went the easy route and have Clubber Lang&#39;s son (or something similar to that) wanting to get his shot but no, an original idea. There were 3 years between Creed 1&amp;2. You can tell they took that extra year to put together a really good script...so looking forward to this!!! I know MBJ is going to do an amazing job in the director&#39;s chair too."
"1035","Creed III",2022-10-18,"These days, there aren&#39;t too many movie trailers that make me feel. I felt this."
"1036","Creed III",2022-10-18,"I don&#39;t know how good/great this will be, but I&#39;m 100% going to see it in theatres."
"1037","Creed III",2022-11-03,"Good time to be alive when I can find and watch any Rocky movie in seconds and new Creed movies are still coming out. idk if it’s the music, how emotional the stories are, or what. I love this franchise."
"1038","Creed III",2022-10-18,"I could always go for more Jonathan Majors in my life. That dude is on the fast track for an Oscar."
"1039","Creed III",2022-11-18,"Jonathan Majors giving Zod in Man of steel or Tom Hardy in Warrior vibes as the villain with nothing to lose but everything to gain is the gonna be so interesting to watch. He really is killing it right now"
"1040","Creed III",2022-10-18,"Looks like MBJ is going to be one of those genius first time directors"
"1041","Creed III",2022-11-14,"How good is this?! A good example of how to continue a franchise without devaluing the original movies but also bringing fresh ideas for the future films 👍🏻"
"1042","Creed III",2022-10-24,"I can&#39;t stop watching this trailer. The acting is so good and the way they set it up."
"1043","Creed III",2022-10-19,"I feel like they took inspiration from Iron Mike when creating Johnath Major&#39;s character, from the way he&#39;s aggressive, to his built, his haircut and the prison element of the story. Gonna be an absolute blast for sure"
"1044","Creed III",2022-10-18,"Honestly me missing Rocky went out the window cuz of how much Adonis had grown out of both his fathers and Rocky’s shadows and introducing his past is the right step into the direction for this story and having his daughter grown up too is great to see cuz maybe she’ll get her story sometime soon"
"1045","Creed III",2022-10-18,"This looks like it&#39;s going to be amazing. I&#39;m glad that the story is being taken in a different direction, with Adonis doing his own thing independent of Rocky and being out of his shadow. He&#39;s not in this trailer, but Florian Munteanu is supposed to reprise the character of Viktor Drago from Creed 2. I suspect he&#39;s going to help Adonis train to some extent."
"1046","Creed III",2022-10-20,"Ain’t nobody talk about this edit? It’s absolutely amazing! Whoever created this trailer needs more credit"
"1047","Creed III",2022-10-18,"&quot;There&#39;s no enemy like the past&quot;...I LOVE THAT STATEMENT!!"
"1048","Elemental",2023-03-28,"It feels like an explosion of color in every shot"
"1049","Elemental",2023-03-28,"“You can’t be together, you are different!” is obviously the message they are wishing to tear down in this movie. Looks very visually striking."
"1050","Elemental",2023-03-28,"This is the kind of quality I expect from Disney and Pixar to make. I&#39;m glad to finally get a movie that goes back to being imaginative with its characters and its world building. I definitely look forward to seeing Ember and Wade in the big screen come release day."
"1051","Elemental",2023-03-30,"Loving the animation so far. The only downside I can see in this is that it looks a “forbidden relationship” &amp; “opposites attract” type of story. And from what I’ve heard a decent amount of people online are kinda tired of those type of stories. Fortunately for me I don’t care about story tropes being overdone. What matters for me is if it’s executed well or not. Hope the movie executes it well."
"1052","Elemental",2023-03-28,"Now imagine if Pixar keep doing more originals than sequels. This looks great"
"1053","Elemental",2023-03-28,"Every time there&#39;s a new movie trailer from Pixar, my inner child will come out and be leaping for joy. Every single time! Oh, it&#39;s so good to feel like a child again."
"1054","Elemental",2023-03-28,"I might not care much for the story, but this is probably one of <b>if</b> not, the most visually pleasing and beautiful movies that Pixar has made which makes it all the more worth to watch it."
"1055","Elemental",2023-03-28,"This legitimately looks really cool! Pixar has not lost its touch when it comes to the visuals and animation, and they’re showing no signs of losing it anytime soon."
"1056","Elemental",2023-03-30,"Don&#39;t get me wrong here: I love the artstyle and the choice of colour in every shot so far.<br>But the story man... we&#39;ve seen the typical &quot;I have to step into the footsteps of my parents but I never wanted to or didn&#39;t realize I didn&#39;t&quot; for like... the 50th time now. I wish big companies would not only create unqiue worlds and artstyles, but also spice up the story game a little more"
"1057","Elemental",2023-04-09,"I can&#39;t wait for these two characters to fall in love and then break up due to the pressure of their families towards the middle of the second act only to find out that they don&#39;t care about what others think by the beginning of the third act and then lecture the whole city about the wonders of loving each other&#39;s differences, thus, leading the plot to a climax where everyone learns how much richer their society can be if they mix with each other."
"1058","Elemental",2023-04-08,"I don’t think I’m 100% sold on the story, but the animation and the creative ways these characters interact with the world will still be worth it for sure"
"1059","Elemental",2023-03-29,"I don’t know if this is going to be good or not, but I just love how each of the element people move. -The vibrations, jiggles, and bubbles in the water people -The cloud streaks left behind by the air people -The shifting of the leaves and grass on the earth people -The way the flames wave with the motion of the fire people I think this movie has some good potential. I just hope that its as good as it looks.<br><br><a href=""https://www.youtube.com/watch?v=ANo9JTH54Kc"">https://youtu.be/ANo9JTH54Kc</a>"
"1060","Elemental",2023-03-28,"I don’t know if this is going to be good or not, but I just love how each of the element people move.<br><br>-The vibrations, jiggles, and bubbles in the water people<br>-The cloud streaks left behind by the air people<br>-The shifting of the leaves and grass on the earth people<br>-The way the flames wave with the motion of the fire people<br><br>I think this movie has some good potential. I just hope that its as good as it looks."
"1061","Elemental",2023-03-28,"Pixar never fails to impress me with their originality. And as part of Disney&#39;s 100th anniversary celebrations, I still cannot wait to see the film."
"1062","Elemental",2023-03-29,"i&#39;m not big on how the characters look but i LOVE the imaginative world building. a grill as a baby carriage? thats genius!"
"1063","Elemental",2023-04-04,"The thing that I&#39;m most excited about is the fact that all of the elements interact really well in their world, like water always wanting to be near, well, water. Fire changing color by touching the crystals is also amazing!"
"1064","Elemental",2023-03-28,"Please dont let this be bad. All I want is a good movie from Pixar. The visuals look so amazing."
"1065","Elemental",2023-04-01,"I&#39;m not entirely sure about the story and characters yet, but the animation looks INCREDIBLE and even if it does suck it&#39;ll still be worth seeing to see how far animation has come<br><br>Edit: WHY SO MANY LIKES this is crazy"
"1066","Elemental",2023-04-02,"Love how different elemental characters have their own homes and the style is magnificent."
"1067","Elemental",2023-03-28,"There’s a lot of creativity and world building within this film. I’m looking forward to seeing this movie"
"1068","Elemental",2023-03-28,"what would instantly make this even more original would be if they dont end up as a romantic pairing in the end, they just stay friends. Platonic stories can be beautiful and emotional too!"
"1069","Elemental",2023-03-28,"It&#39;s insane that Pixar can take a simple concept and make it look THIS beautiful!"
"1070","Elemental",2023-03-28,"Disney and Pixar need this to be a hit. I hope it&#39;s good."
"1071","Elemental",2023-03-28,"Now this is why I love Pixar so much and it’s because not only are they the Kings of animation but they can develop creative story’s of anything weather it’s humans, toys, cars, emotions, animals, elements, or anything and they’re all fantastic"
"1072","Elemental",2023-03-28,"I absolutely love the lesson of befriending others that don’t look or live like you and getting along. This is going to be such a great message!"
"1073","Elemental",2023-03-28,"I absolutely LOVE the animation here. It’s super gorgeous! Every character has an unique art style and the world looks so colorful, expressive and vibrant. The story looks cute too. I can’t wait to see this one in theaters. Pixar and Dreamworks are the kings of 3D animation."
"1074","Elemental",2023-03-29,"Pixar has almost always been hit"
"1075","Elemental",2023-03-28,"Never doubted Pixar in my life. And this looks fabulous!"
"1076","Elemental",2023-03-29,"Characters designs are incredible.<br>An excellent fusion on 3D and 3D gives elementals are &quot;drawn&quot; appearance and yet they also have a solid build.<br>I am going to enjoy this movie.<br>Pixar is getting better with every year."
"1077","Elemental",2023-03-28,"I can&#39;t wait to tear up in the cinema watching this as Pixar films always have that scene that crushes my heart in the best possible way"
"1078","Elemental",2023-04-03,"I liked the third act where the water man says, “I like the word moist, okay? It’s who I am, and if you can’t accept that, then what’s the point?”<br><br>Best part of this movie of all time."
"1079","Elemental",2023-03-28,"This looks WAY better than the teaser trailer! It looks way more creative and interesting than I first thought!"
"1080","Elemental",2023-03-28,"The animations on this are truly spectacular. Very well done Pixar work. Can’t wait to see this when it comes out!"
"1081","Elemental",2023-03-31,"WOW I’m surprised more people aren’t disappointed. From the trailer I can tell the whole plot. What ever happened to heart wrenching, unique, and innovative Pixar. All of their beats have unique stories with unique messages and characters. This looks like ever love story to exist but colorful. Looks visually pretty but emotionally dry"
"1082","Elemental",2023-03-29,"This movie was made for me. I’ve always loved opposites attract romances. And this is literally fire and water. Amazing."
"1083","Elemental",2023-05-16,"The movie looks absolutely stunning and I have little doubt it will visually be an incredible movie. But i feel like I&#39;ve seen this plot already 10,000 times."
"1084","Elemental",2023-04-22,"I like how we all perfectly predicted the plot 😭"
"1085","Elemental",2023-03-30,"The character designs look so beautiful and unique! Also glad to see more fire people, I thought is was going to be a &quot;last of her kind&quot; story."
"1086","Elemental",2023-03-29,"This actually looks a lot better than I expected. The way they animated the character Ember feels sort of 2D?? (especially how they animate her face throughout the trailer and at <a href=""https://www.youtube.com/watch?v=hXzcyx9V0xw&amp;t=11"">0:11</a>). I&#39;m surprised that Wade is the character that convinces Ember to explore outside of her comfort zone and not the other way around, which is really cool. The plot doesn&#39;t feel super original, but I&#39;m kind of excited for this movie now!"
"1087","Elemental",2023-03-28,"The animation is sooo bright and fluid! Glad to see more of the fire elements.<br>Maybe the ideas of elemental people and &quot;you can be out of your element&quot; seem generic, but even clichés can be written in a clever and breathtaking way. I&#39;m hyped for the movie!"
"1088","Elemental",2023-04-05,"To this day even with everything Disney owns and creates; live action tv shows, feature films, etc.. nothing will ever compare to their animation studios. That’s where their magic truly shows."
"1089","Elemental",2023-04-11,"the thing that bugs me about the movie is the story is so obvious Ember &amp; Wade fall in love the people are not gonna like it because of the &quot;elements cant mix&quot; rule but in the end everyone is going to except it even if they dont like it but the animation &amp; the different elements looks so amazingly beautiful that even though the story is predictable i might watch it because of the beautiful animation<br><br><br>Edit: i have never been so happy to be wrong about a movie WOW this movie was beautiful, gorgeous animation LOVED Ember &amp; Wade&#39;s chemistry i loved how Wade lit his candle with Ember&#39;s light reflecting off himself genius i loved how Ember&#39;s color changed when she stepped on those crystals that was beautiful their little dance was beautiful just everything about this movie was beautiful"
"1090","Elemental",2023-03-28,"“I’ve been trying to fill my fathers shoes but I never once asked what I wanted to do” I already relate, and this is just the trailer <a href=""https://www.youtube.com/watch?v=hXzcyx9V0xw&amp;t=103"">1:43</a>"
"1091","Elemental",2023-03-28,"Usually when a trailer for Pixar comes out, I never smiled this much 😊. I love how Pixar is experimenting with different styles of art now, and this movie sets those standards to the limit. The direction for the art is just fantastic in every scene, and the story actually seems pretty good! So in my book, this may be a movie I would want to see in theaters ^^"
"1092","Elemental",2023-03-29,"This is the kind of quality I expect from Disney and Pixar to make. I&#39;m glad to finally get a movie that goes back to being imaginative with its characters and its world building. I definitely look forward to seeing Ember and Wade in the big screen come release day.<br><br><br><a href=""https://www.youtube.com/watch?v=ANo9JTH54Kc"">https://youtu.be/ANo9JTH54Kc</a>"
"1093","Elemental",2023-03-28,"I can tell it&#39;s already one of those movies where the main character never asks what she truly wanted and now realizes what she wants to do in her life"
"1094","Elemental",2023-03-28,"Pixar never disappoints. Always delivering best visual with best writting."
"1095","Elemental",2023-03-28,"I have no clue if the story is going to be good or not, but by far one of the most imaginative things to come from Disney and Pixar in a while"
"1096","Elemental",2023-05-18,"The story maybe cliche but the visual animation is absolutely beautiful<br><br>The animation might carry the entire movie..."
"1097","Elemental",2023-03-28,"I’m truly impressed on what Pixar made. Might be another amazing project."
"1098","Elemental",2023-03-28,"This animated feature looks pretty creative for a Pixar film"
"1099","Elemental",2023-03-28,"This is going to be one of the most incredible Pixar movies ever."
"1100","Elemental",2023-03-28,"I honestly had lot of hope for this but never thought I could feel this excited for this movie to come. The animation looks fantastic specially when Ember jumps on the crystals, that reminds me to the science classes and the story looks so good, can&#39;t wait for this to be out."
"1101","Elemental",2023-03-28,"I love how they sometime shrink, or move like the elements they are, it&#39;s so detailed"
"1102","Elemental",2023-03-28,"Hopefully this is Pixar’s comeback and they will have good movies now! This one feels like the 2014-2017 era, I hope it’s just as good!"
"1103","Elemental",2023-03-28,"Already loving the dynamic between the two main characters AND JUST LOOK AT THE ANIMATION"
"1104","Elemental",2023-04-01,"The animation, movements, and the textures of these different elemental characters and homes is incredibly beautiful. I’m so excited for this movie ❤🔥💧"
"1105","Elemental",2023-03-28,"“Watur guy!?” <a href=""https://www.youtube.com/watch?v=hXzcyx9V0xw&amp;t=89"">1:29</a><br>Something about that line makes me laugh 😂"
"1106","Elemental",2023-03-28,"The animation, especially with the water people, looks incredible!! So many unique ideas that can come about from it, can’t wait to see it!"
"1107","Elemental",2023-03-28,"Like a &quot;Inside Out&quot; movie vibe. Disney and Pixar films never disappoints us. I&#39;m excited and can&#39;t wait! 🙌❤️"
"1108","Elemental",2023-03-29,"I&#39;m personally excited for this. I love the personalities and designs of the characters and the world is just stunning. This is the kind of stuff I like to see from Disney."
"1109","Elemental",2023-03-28,"I love Pixar movies ❤"
"1110","Elemental",2023-03-28,"Pixar never cease to amaze us with their original film &lt;3"
"1111","Elemental",2023-03-28,"Pixar is really strong when it comes to animation and visuals. WOW. I‘m glad that they are also doing original stuff and not just sequels, cause audiences wanna experience new things too"
"1112","Elemental",2023-03-28,"YES! This trailer was SO worth the wait! This looks like it&#39;s gonna be an AMAZING movie!"
"1113","Elemental",2023-03-28,"They developed such an incredible and colorful world. I honestly cannot wait to see this movie."
"1114","Elemental",2023-03-28,"I don&#39;t know what impressed me more: The beautiful animation or the fact that a trailer didn&#39;t spoil half of its movie"
"1115","Elemental",2023-04-05,"Today is the first I&#39;ve seen anything about this film and I&#39;m stunned at the phenomenal artistry of it. In terms of theme, it reminds me quite a bit of &quot;Zootopia&quot;, right down to the inclusion of a fictional city that caters to different types of beings. But it&#39;s visually spectacular, all the same."
"1116","Elemental",2023-04-07,"The best thing is how elemental characters look in different textures and I love the imaginative world. Sliding on water and making droplets makes a rainbow is beautiful!"
"1117","Elemental",2023-03-28,"I actually really like the overall designs of the characters. I mean Ember especially looks amazing!"
"1118","Elemental",2023-04-15,"For the story concept I&#39;m not gagging, a little basic, but visually and world-building wise this looks gorgeous and entertaining"
"1119","Elemental",2023-03-28,"This is why I love Pixar. Without any hints what&#39;s next but still makes us eager to know what will be next."
"1120","Elemental",2023-03-28,"<a href=""https://www.youtube.com/watch?v=hXzcyx9V0xw&amp;t=71"">1:11</a> that scene with the fence lol"
"1121","Elemental",2023-03-28,"Ok, that looks pretty damn good. I mean, I know that people are starting to get tired with the realistic animation and even me so I really love that while this movie has a lot of Pixar realistic visuals it&#39;s also mixed with other styles. Idk how to explain it, but it&#39;s not like the usual realistic animation and I really into it"
"1122","Fast X",2023-02-10,"I love the part where Ironman says &quot;we have a hulk&quot; and Dom says &quot;and we have family.&quot; Truly an amazing scene"
"1123","Fast X",2023-02-10,"Man the way dominic uses his infinity gauntlet to destroy the world, and uses the force to recreate it based on his ideals, sent chills down my spine"
"1124","Fast X",2023-02-12,"I love the part where Dom says “I don’t need gravity, I got family” and drives off into space to race aliens. Absolutely amazing"
"1125","Fast X",2023-02-12,"I love the part where Dom asks Aquaman &quot;you talk to fish?&quot; and then says &quot;Well, I talk to family&quot; Truly a heartfelt moment"
"1126","Fast X",2023-02-13,"I love the part where Anna asks &quot;Do you want to build a snowman?&quot;, and Dom replies &quot;I want to build a family&quot;.   Truly a heartfelt moment."
"1127","Fast X",2023-02-12,"The part where Dom had to stop at a red light gave me chills. Literally describes his awareness of traffic rules and underlines his maturity. 10/10"
"1128","Fast X",2023-02-13,"I love the part when John Cena says &quot;You can&#39;t see me&quot; , but Dom says &quot;I can see you cuz you family.&quot; Truly a bone chilling moment."
"1129","Fast X",2023-02-12,"I love the part when Terminator tells Dom “come with me if you want to live.” And Dom replied “ come with me if you want family.” Such an eye watering scene."
"1130","Fast X",2023-02-10,"The fact that he plays with the lives of so many families on road just to save his own family gave me chills."
"1131","Fast X",2023-02-12,"I love the part where Dom raced against The Flash and went so fast he went back in time to save his family, truly a masterpiece"
"1132","Fast X",2023-02-16,"I love the part where Black Panther says &quot;Wakanda Forever&quot; and Dom says &quot; No its my Family forever&quot; ... Truly inspiring"
"1133","Fast X",2023-02-13,"I love the part where Dom asks Aquaman &quot;Will this fit my Honda?&quot; and then says &quot;VTEC is family&quot;. Inspiring cinematic moment."
"1134","Fast X",2023-02-10,"It brought me to tears when Dom said &quot;It&#39;s family time&quot;<br>Truly one of the movies of all time"
"1135","Fast X",2023-02-18,"I love the part where John Cena says &quot;You cant see me&quot; and Dom says &quot;i see my family&quot; such a touching moment"
"1136","Fast X",2023-02-17,"I love the part where Luke Skywalker said &quot;There&#39;s something familiar about all this&quot; but then Dom said &quot;it&#39;s Familia&#39; not familiar&quot;... Truly a heartfelt moment."
"1137","Fast X",2023-02-26,"I love the part when Anna asks, &quot;Do you wanna build a snowman?&quot; And Dom says, &quot;No. I wanna build a family.&quot; Such a moving scene."
"1138","Fast X",2023-02-11,"The part where Dom says &#39;No need to take your family to see this in theaters, you can watch the whole movie here in 3 minutes and 42 seconds&#39; was truly fantastic. Such a brilliant and memorable moment!"
"1139","Fast X",2023-02-10,"I loved that Dom looked at Woody, Buzz and their friends and said &quot;Andy may be gone, but family is forever.&quot; Literal chills."
"1140","Fast X",2023-02-23,"I love the part where uncle Ben says “with great power….” and Dom says “comes great family”. Such a heartbreaking moment."
"1141","Fast X",2023-02-15,"The part where Saul Goodman appeared out of nowhere and said &quot;It&#39;s all good man!&quot; and Dom responded by saying &quot;It ain&#39;t all good without family.&quot; Truly a moment of all time."
"1142","Fast X",2023-02-10,"When dom said &quot;we have to take the ring back to mordor. For family&quot; <br>Literal chills."
"1143","Fast X",2023-02-11,"I loved the part where Dom says &quot;And his name is JOHN CENA&quot; when Jakob Toretto makes his appearance, truly a spine chilling moment"
"1144","Fast X",2023-02-12,"I love the part where Omni-Man pulled up and asked “What will you have in 500 years?!” and Dom said “Family…I’ll have a family.” Truly one of the movies of all time. ❤"
"1145","Fast X",2023-02-10,"I never thought I’m gonna see Dom fighting Optimus Prime, but here it is! The way Dom says: You are big Prime, but my family is bigger! I literally got chills! 🔥"
"1146","Fast X",2023-02-10,"I love the part where Dom teamed up with bumblebee and said “My family is transforming into something greater than you’ll ever see”. Truly a masterpiece of a scene."
"1147","Fast X",2023-02-10,"I like how Dom is assembling Captain Marvel to help take down Aquaman. Truly one of the crossovers ever."
"1148","Fast X",2023-02-15,"I love the part where Jack Sparrow says &quot;I have a jar of dirt&quot; and Dom says &quot;and I have a family.&quot; Truly an amazing scene"
"1149","Fast X",2023-02-11,"I loved the part where Dom turned to Neil Armstrong and said &quot;That&#39;s one small step for man, one giant leap for family.&quot; Truly, gave me chills"
"1150","Fast X",2023-02-15,"I love the part when John Wick says&quot;I need guns...lots of guns&quot; and Dom says &quot;I only need my family&quot;.<br>Such a heartwarming scene."
"1151","Fast X",2023-02-11,"Loved the part when Dom drove down to Atlantis to find Aquaman&#39;s secret hideout, then challenged him to an underwater drag race to win his son back. Truly a masterpiece in storytelling"
"1152","Fast X",2023-02-14,"I love the part where Anna asks &quot;Do you want to build a snowman?&quot;, and Dom replies &quot;I want to build a family&quot;.   Truly a heartfelt moment<a href=""https://www.youtube.com/watch?v=XotTDXubiIA"">https://youtu.be/XotTDXubiIA</a>"
"1153","Fast X",2023-02-11,"I love the part where Dom says “Fish are friends, not food!” to Aquaman. Absolutely heart warming."
"1154","Fast X",2023-02-10,"After building it up for so many movies, really loved the moment Dom said &quot;Family......assemble&quot;. Chills, literal chills"
"1155","Fast X",2023-02-12,"I love the part when Dom said “it’s familying time.” Really sent chills down my spine."
